study_hours,attendance,internal_marks,final_score
0.6141304347826085,0.4192779291553135,0.8016920473773266,0.28555964494479325
0.1684782608695652,0.2198569482288828,0.5052453468697121,0.18662048062351155
0.06114130434782607,0.11529291553133514,0.5807106598984769,0.209136176661615
0.9619565217391304,0.33787465940054484,0.4950930626057528,0.5204589738038536
0.9782608695652173,0.9562329700272478,0.1932318104906936,0.9880926607490798
0.8179347826086955,0.3230585831062671,0.7282571912013536,0.5053041783935915
0.3043478260869565,0.5229904632152589,0.27986463620981383,0.3550552067547088
0.09374999999999999,0.7111716621253408,0.01962774957698815,0.3297250487118424
0.6915760869565216,0.3644414168937331,0.6500846023688661,0.7588222558995453
0.4429347826086956,0.985865122615804,0.1746192893401015,0.4485819441437541
0.11956521739130431,0.9763283378746594,0.9495769881556682,0.8200909287724615
0.4986413043478261,0.2501702997275205,0.9634517766497459,0.5739337518943494
0.02989130434782608,0.5008514986376023,0.9238578680203045,0.3637150898462871
0.921195652173913,0.3002384196185286,0.37055837563451766,0.6393158692357653
0.25815217391304346,0.28388964577656683,0.010490693739424684,0.23684780255466553
0.669836956521739,0.030483651226158037,0.9373942470389169,0.4845204589738038
0.31249999999999994,0.6156335149863759,0.42978003384094743,0.49166486252435593
0.5244565217391304,0.5064713896457766,0.9763113367174279,0.6425633253951072
0.5516304347826085,0.04547002724795646,0.9732656514382398,0.5306343364364581
0.18342391304347822,0.27758855585831066,0.8609137055837564,0.49945875730677636
0.982336956521739,0.9209809264305178,0.2937394247038916,0.9999999999999999
0.7839673913043477,0.23756811989100812,0.3857868020304568,0.3814678501840225
0.9524456521739129,0.14083787465940056,0.8588832487309643,0.91231868369777
0.9062499999999999,0.49301771117166227,0.31675126903553297,0.43017969257415023
0.6032608695652174,1.0,0.16683587140439926,0.6546871617233166
0.9334239130434783,0.24012261580381478,0.5600676818950929,0.6897596882442086
0.08423913043478258,0.67966621253406,0.9451776649746191,0.5966659450097422
0.19429347826086957,0.7711171662125342,0.7015228426395936,0.5072526520891968
0.04076086956521738,0.23569482288828336,0.5736040609137055,0.24983762719203295
0.32608695652173914,0.7368869209809266,0.09373942470389168,0.3855812946525221
0.3913043478260869,0.36869891008174394,0.6192893401015227,0.4117774410045464
0.2717391304347826,0.6389645776566757,0.9999999999999998,0.7326261095475209
0.8396739130434782,0.6401566757493189,0.1370558375634517,0.657718120805369
0.358695652173913,0.5403610354223434,0.521150592216582,0.42498376271920324
0.28124999999999994,0.08514986376021805,0.885617597292724,0.4979432777657502
0.5475543478260869,0.846389645776567,0.7468697123519457,0.7904308291838059
0.13858695652173914,0.32067438692098094,0.7025380710659896,0.4687161723316735
0.8124999999999999,0.18341280653950953,0.7079526226734347,0.6665945009742368
0.07065217391304347,0.034570844686648505,0.3597292724196277,0.056289240095258763
1.0,0.5965599455040873,0.29306260575296095,0.6507902143321064
0.7812499999999999,0.685115803814714,0.8165820642978001,0.8898029876596666
0.1970108695652174,0.009877384196185224,0.8172588832487306,0.38471530634336426
0.0,0.5161784741144415,0.8751269035532991,0.4477159558345962
0.4668367346938775,0.2242847411444142,0.9221658206429777,0.6936566356354189
0.7146739130434782,0.6520776566757494,0.5140439932318104,0.8209569170816192
0.7377717391304347,0.17098092643051777,0.5042301184433163,0.4412210435159124
0.779891304347826,0.6989100817438691,0.518668922729836,0.8696687594717468
0.07065217391304347,0.3879427792915533,0.6548223350253806,0.34358086165836754
0.3600543478260869,0.949931880108992,0.7076142131979692,0.6869452262394456
0.11277173913043477,0.1333446866485014,0.8027072758037221,0.4470664646027278
0.8736413043478259,0.34128065395095364,0.898477157360406,0.8274518294003029
0.6290760869565216,0.1088215258855586,0.3380710659898476,0.47889153496427794
0.33152173913043476,0.9376702997275206,0.518668922729836,0.740636501407231
0.05978260869565215,0.8893051771117166,0.09035532994923856,0.39229270404849526
0.3111413043478261,0.25647138964577654,0.5820642978003383,0.46438623078588426
0.32608695652173914,0.667234332425068,0.03147208121827405,0.360900627841524
0.7377717391304347,0.8278269754768393,0.46768189509306246,0.7806884607057804
0.6440217391304347,0.560115803814714,0.5458544839255498,0.6144187053474778
0.8980978260869564,0.5340599455040873,0.28595600676818944,0.6555531500324746
0.47554347826086957,0.2399523160762943,0.5945854483925548,0.5178610088763801
0.1168478260869565,0.08804495912806543,0.026057529610829078,0.0
0.7214673913043477,0.9095708446866486,0.03282571912013532,0.8714007360900627
0.7703804347826086,0.9129768392370574,0.518668922729836,0.7861008876380168
0.5665760869565216,0.639816076294278,0.3607445008460235,0.44316951721151765
0.779891304347826,0.3392370572207086,0.12385786802030452,0.6022948690192682
0.49728260869565216,0.34962534059945516,0.5252115059221657,0.5696038103485601
0.5271739130434782,0.499176024550684,0.7766497461928932,0.782420437324096
0.43070652173913043,0.9095708446866486,0.2138747884940777,0.6490582377137907
0.020380434782608675,0.8993528610354224,0.6274111675126902,0.5315003247456158
0.10461956521739128,0.7896798365122617,0.08155668358714041,0.27040484953453126
